text	label
@blmqvst @MartinLindvall @ragnarbengtsson vare globaliseringen och digitaliseringen. Men lokalt utfört, beskattat manuellt arbete som kräver visst yrkeskunnande och god hälsa blir relativt dyrare och dyrare och det har egentligen bara börjat. Mitt tips; fast egendom kommer öka 3-4 ggr inflationen under överskådlig tid	0
Sluta demonisera globaliseringen dagen.se/ledare/gastkro…	0
@Gustav_Adolf_3 @jimmyeriksen7 Ja, absolut! Natos krav är ännu mer verkningslösa än EU, för EU har historiskt sett erbjudit något i återgäldande. Nu är suveränitet det ända man kan lita på. Och att vara en förhandlingspjäs. Det kan man leva på att vara!	0
@can5ds @lundqvist_dan @jakobamner Javisst.  De är farliga.  Putin krigar mot globaliseringen.  Hade väst varit smidigare hade anfallet mot Ukraina kanske kunnat förhindrats	1
"@PartietNyans ""Utöva sin religion fritt""? Islams månggifte i koranen: corpus.quran.com/translation.js… Är socialdemokraterna islamofobiskt kulturrasistiska mot den mångkulturellt kulturberikande kulturrasen islam, enligt @PartietNyans ? twitter.com/socialdemokrat…"	1
@NorvellTommy @bossemicro Lögn! Det är frustrationer imot rasisthögern som har gjort detta. Om dom bara slutar att va som dom e och lämnar kulturberikande minoriteter ifred så skulle dom slippa att svara såhär	1
Så här behöver svenskarna göra! Sverige är det land som kommit längst i islamiseringen av Europa och globaliseringen av världen, tack vare S &amp; Co! Snart är friheten ett minne blott! twitter.com/Ulsans1/status…	1
@selinmarkus @thereseverdun @HanssonLife @Bbiiddee Om NI (S) gjorde så att folket kände sig trygga, utan att det fanns en risk för uppsägning, eller bli hotad av kriminella osv, så kanske folket hade känt sig mer trygga med att inte vara anonyma. Det är ju dessutom NI som skapat politikerföraktet. Man kan inte lita på er mer	0
@mattiasvepsa Polisen ska väl inte agera socialtjänst. Polisen ska skydda sitt lands medborgare och gripa kriminella.	0
@M____i____T Tror du dom kriminella köper vapen för monopolpengar eller för pengar från knarkparadiset Danderyd?  accentmagasin.se/politik/unga-d…	0
@JoakimZander Om det inte finns några gränser finns inte heller några länder, vilket i sin tur betyder att det inte finns något att försvara .  I praktiken är det bara västländer som ska öppna sina gränser , andra länder har rätt till sin suveränitet .	0
@JRJ06426900 @TomasGabrielss1 🤣🤣🤣 Jaja....vi har aldrig sagt att svensk kultur är felfri !!! 😂	0
@NDX20000 @RPourmokhtari Löser du mina tidigare tweets är det ett självklart att jag är SD anhängare som inte bryr mig om mycket annat än svensk kultur 😂 Att det sitter vänsterliberaler i regeringen stör mig men jag förstår att det är ett effektivt sätt att få dom att trycka grönt för SDs politik.	1
@PlainviewLegacy Har du samma aversion mot biltrafiken och glasskraporna, som dödar långt mycket fler fåglar i Sverige?   Och: Du hittar globaliseringen där också. Globalisering bygger på massiva transportsystem.	0
@FrHaJo SD har också medvind beroende på globaliseringen och att många industri jobb flyttat utomlands. Och de som förlorat sitt, kan inte hitta nytt.	0
Varken kulturberikande eller kulturell belastning. Jag bara är, som Camus skulle ha sagt.	0
dn.se/debatt/skolan-… Alla har vi erfarenhet från skolan under tonåren när karaktärer formades. Vilka blev kriminella av de vi mötte? Ja, inte var det enbart de som hade det kämpigt. I min klass en som var mycket begåvad. Vart det skulle sluta insågs, men inget gjordes. #svpol	0
@Pogo_Pedagog2 @uppviglarinnans @jingezon EU är det för vita arbetare mest destruktiva projektet, vilket Liberalerna idag jobbar hårt för att ge mer makt över från Sveriges befolknings suveränitet. Dock är Moderaterna i stort sett lika skyldiga, samt Miljöpartiet, vilka främst använder sig av EU:s klimatalarmism. https://t.co/W0D4ffzkr2	1
@Qeruiem @gustavvasakung1 Misstaget är att förvänta sig att andra tänker likadant. Men visst har globaliseringen underlättat det tankesättet. Håller själv med dig iaf.	0
@RobertMathiass2 @Ericson_ubbhult Var dock längesedan vi hade suveränitet mer än på ytan. Kanske innan 2:a världskriget. Vilka egentliga avtal som ligger, och har legat sedan dess är inget våra makthavare i vårt ”neutrala” Sverige har skyltat med. Och med tanke på hur många vi förolämpat under åren är det nog bra	1
@realErikDahlin @RichardJomshof Vänstern? Vem är vänstern? Jag antar att sd har passerat sitt utgångsdatum, nu hallucinerar dem! Svenska folkets behov, välstånd, trygghet &amp; suveränitet är varken vänster lr höger, de är de facto som de rödgröna har levererat och lyft Sverige hit, inte rasister &amp; fascister ! https://t.co/qxQy6JqXa5	0
@FredrikGrahn83 @JakobTallbacka @gustavvasakung1 Kvinnosyn, globaliseringen, invandring, klimatomställningen,internationella samarbeten mm.	0
@per_rabe Mer kaos, hälsar alla rödgröna. 😁👍💯  Kul med barn som är kriminella för så har vänstern alltid varit. twitter.com/Expressen/stat…	0
@aClassicLiberal @frupark Ganska självklart att mänsklig ansträngning skapar resultat? Och på skol- och sjukvårdsområdet är de många, inte enbart anekdotiska. Vad bistånd på nationell nivå inte åstadkommit är renoverade strukturer. Där har globaliseringen gjort bättre ifrån sig	0
@ledarsidorna_se @kdriks @JohanForssell @sigriddiana Klokt, globaliseringen sägs ha lyft fler ur fattigdom än det samlade biståndet? Det mest angelägna för utvecklingen är troligen skolor för alla och under lång tid. Utan utbildning är fattigdomen herre	0
@stjartan Om en vänster röstande får svara så är svaret - Ja. Jag tycker också att Sverige bör få vara svenskt, svenskt språk, svensk kultur, svenska värderingar, svenska lagar osv. Att Sverige förblir svenskt förhindrar inte att vi tar emot flyktingar eller emigranter.	0
@GPledare Det finns knappast något annat land i västvärlden där kristna kyrkan vurmar så mycket för islam som i Sverige. Framsidan på kyrkans tidnings senaste nummer:  Texten glad midsommar tillsammans med 'kulturberikande' niqab kvinna i svart lakan. twitter.com/StravanSvensk/… #svpol	1
@PatrikGabriels1 @SDTobbe Man skall ju inte kritisera våra kulturberikande arabvänner. https://t.co/UwY3X4R1c5	1
@Billofrights9 @HagbergMorgan @Joey32079004 @timsoderberg Jag undrar vad korruption har att göra med existensberättigandet för ett land? Det finns FNs grunddokument om rätten till suveränitet för alla nationer och som Sovjet/Ryssland var en av upphovsländerna till. Löjligt ogiltigt argument	0
Varför hade vi inga kulturberikande inavlade ghettoklaner på 70-80-talet?  Fattade de inte vilken enorm tillgång dessa genier är för ett land som Sverige 🇸🇪?   Massiva mängder arbeten skapas hos socialtjänsten, försäkringskassan och polisen i kölvattnet av deras framfart.  🙄	1
@owenil @HenrikOscarsson I Ukraina bor det ryssar, väst förlorar sitt inflytande där. Vi förlorade tillgång till 🇷🇺 inre marknad och råvaror. BRICs förtroendekapital växer på bekostnad av väst. Den neokoloniala västvärlden är en anakronism i globaliseringen tidevarv.	0
"@TomasGabrielss1 En nationell kultur ""definieras"" nog bättre i en bok-serie än en tweet. 'Jantelagen' vore ett twitter-vänligt exempel på svensk kultur i praktiken dock.  Har du inte tänkt på att folk i utlandet är ganska annorlunda, eller är du en sån som bara rest till svenskkolonier i 🇪🇸? 😜🤔"	0
@ulfarson @susannasilfver Nej inflationen har varit låg väldigt länge på grund av globalisering och digitalisering. Nu har vi tyvärr ett bakslag för globaliseringen vilket visar sig i inflation. Man löser få stora problem med krig och nationella lösningar	0
@CarlForsberg2 @leifwidlund @laffan56 @sdriks @liberalerna @moderaterna @kdriks Du har nog aldrig hört SD påstå något sådant, inte heller seriösa sverigedemokrater. Vad SD är emot är kriminella, islamister, terrorister och bidragsturister, människor som bara förstör och parasiterar på Sverige och svensk folket.	1
"@thanquo1 @barnes8788 Du påstod att Ukraina är en ""totalitär regim"". Det är 100% bullshit. Landet är långt mer demokratiskt än Ryssland. Det har ingen betydelse för suveränitet heller. Presidenten är jude och högerextrema Svoboda har 5% stöd.   Kort sagt, du ljuger och är okunnig."	0
@Nils_Littorin @Ericson_ubbhult En majoritet av svenska folket stödjer ett svenskt Nato-medlemskap. Stödjer du svenska folkets intressen eller drömmer du om en framträdande plats i en ryskkontrollerad marionett-regering om Putin hotar Sverige med kärnvapen om vi inte ger upp vår suveränitet?	0
@vansterpartiet Men siffrorna ovan var ganska 'snälla' mot er vänsterextremister och er kulturberikande valboskap som röstar på höga bidrag/skatter.  Här är ännu mindre smickrande siffror för den goda vänstern som alltid gnäller på den onda rasistiska högern: twitter.com/TomJonssonS/st… #svpol	1
@eftrblivn @dumpsterfire661 @Redinskan @pwolodarski Läs på!👇 Putin bröt mot Ukrainas suveränitet. https://t.co/Dh6jflSOgq	0
@toppenkille @hogtider_vanor Som med all svensk kultur är även denna skapad av en reklamare fakturerad av en branschorganisation https://t.co/cqI32XLwqv	0
@TreSMguld Är det den mångkulturella globaliseringen? Ingen brukar dö av en pizza... 😜	0
@Bo_Bulten @jimmieakesson @sdriks *kulturberikande skulle det vara	2
Tesen att globaliseringen började just år 1000 är provokativ och hittills verkar den rätt godtycklig. Så här definierar H i alla fall globalisering à la år 1000 https://t.co/9KzJdus99Z	0
@Sambandet @hogye_jh @pia71 Ja, jag tycker WEF är väldigt skrämmande. Jag har faktiskt stött på vänsterfolk som ställt sig mycket tveksamma till globaliseringen den senaste tiden.	1
@GostaHulten SWEAB handlar numera bara om personerna. Sällan om vad som görs i realtid. Se på de nya lagförslagen S har trollat fram som säljer ut suveränitet +val att injicerastill Pharma ägda WHO. Se på mediaförslagen där de vill betala fler journalister eller på att vi är med i NATOetc.	1
@3lfares @Abotaymiyyah @huggisbubbis Jo, men den letade sig hit på medeltiden liksom, lite mer förankrat i svensk kultur än vad Islam är.	0
@TomasGabrielss1 @localheroes23 Men kultur är kopplat till folk och inte land. När man säger svensk kultur menas kulturen som svenska folket har. Det är vedertaget. Sen råkar det ofta sammanfalla med gränser i nationalstater. Att du inte kan förstå detta enkla resonemang kan jag inte hjälpa.	1
@kc_noren @LeifBergstrom1 @heresh_ariai Kan hålla med dig, vi har bott i Sverige sedan 86. Det Sverige jag växte upp i är borta och kommer inte tillbaks. Gäller dock fler länder, globaliseringen och en dålig invandrarpolitik har skickat oss i en dålig spiral.   Så blir det när man släpper in för många med fel värdegrun	1
"@pwolodarski Nej vi accepterade inte detta hat heller. Lika lite som alla de andra ""kulturberikande"" sederna invandrarna hade med sig. Det var MEDIA o journos som effektivt stoppade allt tyckande om invandrarna! Här ska du o de andra i media ta fram spegeln o fråga VARFÖR?"	1
@svtnyheter Fruktansvärt! Fast Löfven säger kulturberikande ! Hur fan kan en regering köra sönder Sverige så på 7 år ! Och SVT mfl hyllar och älskar alla fel ! Tvi !	1
Jag har bett om definition på ”svensk kultur” av många som är rädda för att den utplånas 🙂 Hur många svar tror ni jag har fått? 😎 Ni kan gissa på siffror mellan 0 och 0 😂	0
Stödgrupp har öppnats för att hjälpa Vetlandaborna | SVT Nyheter #kulturberikande /Annie Lööf  svt.se/nyheter/lokalt…	1
@TigerPax Tror du får bättre svar om du ställer frågan vad som inte är svensk kultur	0
Att ingen journalist gräver om globaliseringen förvånar mig mest! twitter.com/akademihen/sta…	1
"@dagenssamhalle ""Gör vi ingenting dras samhället isär ytterligare”  VAD kan göras? Tvångsförflytta svenskar till 'kulturberikande' områden? Svenska väljarna är HYCKLARE ! Hycklarna VILL INTE 'kulturberikas'. Flyttar redan vid berikningsgraden 3-4% twitter.com/TomJonssonS/st… #svpol #migpol"	1
"@CoraxMajor @Ericson_ubbhult @TobiasBillstrom hur manligt är det på en skala att ge upp sin egen suveränitet? från höger till vänster, ""man"" till ""kvinna"" - man ställer sig på alla fyra. eu, nato, kina."	1
Skönt ändå att @hovrovrenorrl ger lite rabatt för detta kulturberikande dåd! @Justitiedep @KulturdepSv    Hovrätten dömer pappa och sönerna för bussmordet i Kiruna svt.se/nyheter/lokalt… via @svtnyheter	1
Vi kan fortfarande bevara vår stolta alliansfria suveränitet. https://t.co/5blZLbCHK5	0
@malmspenen @hanifbali Dessa jävla finlandssvenskar, kulturberikande knivmördare hela bunten! Eller vänta nu, är Finnar muslimer? Hmm blev krångligt nu...	1
@TomasGabrielss1 @localheroes23 Så du menar att det inte finns en kultur inom sveriges gränser. Det håller alla med om. Det finns massor kulturer. En av dessa är den som utövas av svenska folket och denna kultur kallas den svenska kulturen. Så svensk kultur finns och du har bara byggt en Halmgubbe.	0
@SnesleyWipes_ @kristianlj Tyckte de kulturberikande företeelserna ingick bland de rubriker jag nämnde....men det är klart vi kan bryta ner dem i minsta beståndsdelar. Då blir listan riktigt lång.	1
@TomasGabrielss1 @StaffanG_son Det finns alltså svensk kultur men Sverige har inte den?	0
Agenda 2030 handlar bl a om att utrota fattigdom, hunger, skapa hållbara industrier o städer, bekämpa klimatförändringarna o hejda förlusten av biologisk mångfald.-GP Genom globaliseringen (?).	0
@KristerThelin Diskussionen kring vad en genuin svensk kulturkanon skulle innehålla skulle befrämjar allas tankar kring vad svensk kultur innehåller och säkert medföra avsevärt fördjupade kunskaper på bred front inför det svenska. Tanken är verkligen bra, behövlig och progressiv.	0
@skogshuldran1 @koothomi @ingridcarlqvist @Vankelhane @AhgTeodor @mariasunflower @KassKille Kanske jag ska använda Gematria för att avslöja globaliseringen?	1
@SparGeneralen Beror på vad målet är, om man vill möjliggöra suveränitet utan att elda kol och olja (baseload) så måste kärnkraft till. Dock så förstår jag inte vad hans idé är istället, finns ingen annan lösning som inte innebär blackouts…	0
@TomasGabrielss1 @PatrikGabriels1 Nobelpriset är svensk kultur.	0
@MikeHotspur @vonLajka @Mats0staM Nej. Under åtta års tid så har de indikerat sin ”rätt” till Donbass. Sveriges suveränitet har aldrig, mig veterligen, varit ifrågasatt. De har gått in i länder som de historiskt har haft inflytande över. Georgien t.ex.	0
@EnCarlssons Vad är det i det resonemanget som är svensk kultur? Det är bara en detalj att du går ut med din fru och bara ser män med ursprung från andra länder Jag såg nyss 7 svenska män som fikade tillsammans	1
@Eliasson55 Med globaliseringen är det svårt att få företag att engagera sig i lokala verksamheter. Det här är ett undantag från det. Hur mycket får föreningarna i malmfälten från externa verksamheter?	0
@skogshuldran1 Kan man vara emot globaliseringen men ändå gilla Wallenberg... https://t.co/THRSrZxzz6	0
@EkenbergMattias @belsebub_666 @amirjawadd @PatrikGabriels1 Ja, fy fan för människor som talar sanning. Ut med sådana as och låt oss behålla alla kulturberikande våldtäktsmän, knarklangare och mördare som kommer hit, helt klart rätt prioriterat! 🙄	1
@lovelaughlenin @beatt_william Nationell sammanhållning och suveränitet framför global gränslös rentav självdestruktiv 'klasskamp'. Arbetare i sverige har inget gemensamt med arbetare i tredje världen, men detta har vi redan diskuterat.	0
@det_vanliga Reser mycket Kulturyttringar som finns i Sverige är inte det samma som en homogen svensk kultur 🙂 Dessutom är allt som alla räknar upp, som finns i Sverige, utmärkta exempel på att inget hot finns!	0
@fialott1 @StaffanG_son Har inte sagt att de har ”sitt lands kultur” Jag sa att dom odlar en finsk kultur Om du gillar att käka pitepalt med dina kompisar så odlar du en svensk kultur men det betyder inte att landet har en kultur Förstår du skillnaden?	0
@Yxfolket @KentEklund Men det är ändå ett eget land med egen suveränitet i en ganska ung demokrati.. Demokrati tar många decienner att skapa men kan rivas ner på bara några månader.. Kolla in vad som hände 1933..	0
@TomasGabrielss1 @skogstrast Men det är en del av svensk kultur. Vi alla vet vad som menas.  I  MENA har man noll aning eftersom det inte finns i deras kultur. Förstår du vad kultur är nu?	1
@localheroes23 Grejen är att det hävdas att det finns en specifik ”svensk kultur” och skulle det göra det så borde definitionen vara enkel 🙂	1
@Linkchadlad @_wiman snarare: han hatar svensk kultur och gemenskap. den står i vägen för hans grandiosa jag som endast globala frågor kan inrymma. se en artikel igår han gladeligen publicerar. en förläggare som varnar för att en svensk litterär kanon hotar sverige... ideologiska, inskränkta miffon.	0
@thanquo1 @saltifyy @boltegaard Nej, du har fel. Ukraina klassas inte som en totalitär regim. Skitsnack.   Jag pratar om Ukrainas rätt till suveränitet. Att du i det läget tar upp demokrati visar din okunnighet och ohederlighet eftersom detta inte har relevans för den rätten.	0
Kommande webbinarier:  27 okt: Har globaliseringen någon framtid?  7 nov: Effektiva arb.marknader, Walmart och facken i USA  22 nov: Tillit, arbetsglädje och effektivitet  6 dec: OECD om framtidens produktivitet  Sprid gärna!  Anmälan: 👇👇👇  @arenaide  arenaide.se/produktivitets…	0
@QuiqueElSueco Nej precis. Jag kan i nuvarande ordning inte direkt se något annat alternativ.  Men klart är ju att riksbankens möjlighet att styra svenska ekonomin är kraftigt begränsad av globaliseringen. Och det är ju, ja... synd?	0
@Markus_Allard Nja, jag skulle nog ta med Polen och baltstaterna. UK hägrar också. Löst sammansatt union med viss gemensam lagstiftning, fri rörlighet, passfrihet, egna valutor, men där DKK, NOK, PLN, FMK m.fl. anses lika värda som SEK och omvänt. I övrigt statlig suveränitet.	0
@RichardJomshof ETC är otäcka, dom skyddar dom kriminella och bryr sig inte om brottsoffret😡 Så kämpa SD vi måste vinna denna kamp, dom kriminella får aldrig vinna.	1
@3lfares @leonardbektas Pretty much - trots krig så var de kulturberikande, bl.a. gillar jag arkitekturen, speciellt i Mostar i Bosnien; https://t.co/Vf4MV9QoSd	0
@PatrikGabriels1 @svtnyheter Kvalificerat skitsnack. Jag lovar att det var mindre kriminella, knarkare och alkisar i centrala Stockholm när baseball ligan städade åt polisen på 70-80 talet.	0
@Expressen Det är i princip omöjligt, med normala demokratiska metoder, att bryta #segregationen. Den enda möjligheten är att tvinga/halvtvinga/muta gammelsvenskar att flytta till områden med 'kulturberikande' nysvenskar. twitter.com/TomJonssonS/st… #svpol #migpol #massinvandring	1
@Pjobbe @johnmeijer76 @TomasGabrielss1 När ungefär stabiliserade kulturen sig i Sverige vill man ju veta då. Då är alltså de influenser som kom hit innan dess numer en del av svensk kultur medan det som kommit efter aldrig kan bli det. Är det så vi ska se på det?	0
@johanssonadavid Tredje vägens socialdemokrati och bristen på svar till de problem som globaliseringen och nyliberalismen skapat är exakt vad som gjorde högerpopulismen möjlig. Vi behöver inte göra om våra historiska misstag och välja ojämlikhet och mittenpolitik före populär folkrörelsepolitik.	0
@Bbiiddee Samtliga partiledare (utom Åkesson) och drygt 50% av landets befolkning måste anse att det är kulturberikande eftersom de röstat fram den situation vi befinner oss i.	1
Dina föräldrar överlät vårdnaden om dig till en fiktiv entitet(staten) i samband med din födelse. Du har blivit tränad sedan barndom att kontraktera bort din suveränitet. Det är du genom ignorans och feghet som låter detta fortgå genom att sälja dina barn till samma entitet. twitter.com/Rothmus/status…	1
@bossemicro En större fråga är nog varför Svensk vänster alltid försvarar de kriminella som säljer knark. Och varför twittervänsterns kommentarer alltid så uppenbart kommer från sönderdrogade hjärnor.	0
@anderslindberg Om det flyttade in 5 kriminella familjer mitt radhusområde och det var skjutningar flera ggr om året så skulle jag uppskatta polisens närvaro. Dom får kolla mig om det kan hjälpa att få bort dom som skjuter. Skulle inte ens bli kränkt.	0
@mattiasvepsa ..Misstron.. Jaha så om de kriminella har kvar tron på samhället, polisen och myndigheter så slutar de vara kriminella?  Du romantiserar de kriminella.	0
@anderslindberg Visitationszoner ska omedelbart inrättas i utsatta områden där kriminella rör sig. Det kommer att öka tryggheten för de boende och de som vill leva ett hederligt liv.	0
"@palace @JohanHedberg Lägg märke till att de inte säger något om vad ""grundläggande svenska värderingar"" är eller VEM som ska ha anmärkningar på levnadssättet. Men för att citera Mattias Karlsson (fritt ur minnet):  ""Man känner igen svensk kultur när man ser den"""	0
Vad nådde mitt uggleöra 🦉👂!! Att polisen inte vill ha visitationszoner för det kommer öka misstron 🤨   Jobbar ni för kriminella?varför i hela Sverige är ni rädda vad dessa ska tycka om er?då passar int polisyrket er för ni är så jävla svaga o rädda.  Lämna in brickan på studs. https://t.co/6UQR4JvtIl	0
@arnstad Dessa mord har begåtts av svårt psykiskt sjuka och kriminella  individer. Där har psykiatrin ett ansvar de missköter pga tystnadsplikt och okunnighet.	0
@BarbEUfel @ETC_redaktionen @katherinemzhou @Ivarpi @hanifbali Men inte kriminella infödingar eller rasism?	0
@thanquo1 @saltifyy @boltegaard Nej, det är fullkomligt struntprat.   Dessutom avgörs inte suveränitet av graden av demokrati. Så det saknar relevans.	0
@VonMieuhlbagge Jag har många utländska grannar. Har mycket hellre dem än dig. Och vad tänker du är svensk kultur? Raggare? Bingolotto? Hederliga fredagsfyllan med efterföljande slagsmål på stan?	0
"@TomasGabrielss1 @AkeWigren @fialott1 ""Går inte att definiera för att den inte finns som en homogen kultur""  Du kanske menar att det inte går för dig? Att du inte ser den som en homogen kultur? Eller menar du i allmänhet, för alla? För att förstå ett andligt-evolutionärt fenomen som svensk kultur, protestantisk"	0
För övrigt förbehåller vi oss i Sverige rätten att formulera vår egen självkritik. En del i vår nationella suveränitet...	0
@MartinLazar145 @pascalidou Ja en bild säger mer en tusen ord 🤮 Sluta gör kriminella till offer. Psykopater är inte offer utan sjuka individer som invaderat Europa. Ni är så kokade att ni tror dom ska bli normala med empati som dom bara ler av. Tänk om tänk rätt eller byt jobb. P;S offer är de drabbade	1
”När jag hör uttrycket svensk kultur osäkrar jag min puffra”, skriver Håkan Engström och laddar rullebören full med ammunition till en skånsk kanon.   buff.ly/3F1G9LS	2
@swejzan @Ivarpi Ett anseende ges av utdragna konsistenta handlingar. Handlingar - goda företrädelsevis - sätter karaktären som får den infödda befolkningen att säga: kulturberikande, bra idé, detta vill jag betala för. Så fick vi pizzor, indisk mat, piroger, samt en massa olika vinsorter.	0
@dakkster @VikstromAxel Jag har ögnat den. Den säger precis ingenting om varför Rausing och Persson blivit väldigt mycket rikare eftersom det beror på globaliseringen och inte ett skit på svenska reformer.	0
"@LWallger @FridaFredrikse1 Hoppas kan vi,men när Johanssons  "" blundande"" för dessa kriminella försvinner, så är de nog mer på krigsstigen för att visa "" vilka som bestämmer och har makten att utmana strängare kriminalpolitik😔"	0
@VonMieuhlbagge @TomasGabrielss1 Svenskar som undrar vad svensk kultur är, är typ... https://t.co/8CVi1D3uFL	0
@GoteborgsPosten Ojdå, klaga inte på det... Det är med stor sannolikhet att det är kulturberikande människor som har utfört kulturarbetare. Är ni rasister eller? 💣💥	1
Å herre min dragnagel. Undrar om makteliten i förra regeringen hade liknande kriminella beteenden som familjen Biden har. Nu kommer data från Kina vilka enorma brott de begått. Tjohoooo vad de går. DS har det vått i byxan nu. Tjuvaligen vilket party det snart blir. @moderaterna https://t.co/vgGuvVjGeh	0
Den är ett medel globalisterna använder för att avskaffa nationskänslan. Det är globaliseringen som är vår tids stora hot. Därför ska vi motverka Vaccinpass Invandringen Nato EU Och jag vill återupprätta demokratin i kommunerna. EU håller på att krackelera.	1
Enkelt svar Att utvisa Er importerad (Mellanösterns kulturberikande) Del varpå Ni är fullständigt Ansvariga... twitter.com/Centerpartiet/…	1
@Lokitoki81 @RichardHerrey Nej, Zelenskij går inte med på Putins krav. Putin har brutit mot Ukrainas suveränitet och borde ställas inför krigstribunalen dömas till livstid. Ukraina har inte dödsstraff så vitt jag vet.	0
"@sdriks Den 'kulturberikande' delen av ""svenska"" folket kan komma att spela en avgörande roll. Miljöpartiets islamiska valboskap har nu fått ett nytt konkurrerande parti att rösta på (partiet Nyans). Förhoppningsvis får Nyans en del röster som annars skulle ha gått till mp. #svpol"	1
"@Dempaslotteborn @mobil_ego @Manpower_SWE @prupplund @Irtdrake @thereseverdun @Sambandet @safursey @inger711 @Havanna @hogye_jh @mattiasbjo @Materye1 @jimmieakesson @ElsaWidding @eye_eri @Katanamatte @ingenguero @kungatungan @MadchenTekkno @AndersEngstrm4 @JanKarlsson1577 @SDTobbe @Sverigebilden08 @hasse2188 Vi ska  vända det ! Flera nationer har börjat agera mot ""globalisterna"". När jag pratade med S, V, C, L sa de att ""globaliseringen"" är ju fantastiskt, fick förklara att det var inte samma sak! Samma hånskratt när jag kom in på WEF , NWO då var det konspirationsteorier 🤣🤣"	1
@VladanLausevic Den artikeln verkar lite missa målet (och det massiva forskningsfält som finns). Nyliberalismen uppstod inte på sjuttiotalet. Kan rekommendera Slobodians bok Globalists för en mycket noggrann genomgång av relationen mellan den nyliberala rörelsen till globaliseringen.	0
Glöm Nato medlemskap, glöm ökade utgifter på försvaret. Vårt absolut bästa försvar mot ockupationsmakt är våra kulturberikande förorter. Vem i sitt rätta sinnestillstånd vill vara där…? youtube.com/shorts/8fkUqL_…	1
@BergqvistSofie Massinvandringen har bidragit med kulturberikande i form av att slänga ner kvinnor i gruvhål för att sedan gå tillbaka dagen efter och kasta en fet sten för att se till att hon är död. Det är vad jag och Per Bolund kallar kulturberikande iallafall.	1
@modiri_navid Vem fan kompromissar med något i svensk kultur när man möter en nyanländ? Jag gör det då inte.  Du har verkligen hittat på ett problem som inte ens existerar.	0
6. Att annektera ett område är ett annat namn för att utsträcka sin suveränitet, lagstiftning och beskydd till det aktuella området. Efter att ha väntat i ett och ett halvt decennium på en obefintligt arabisk fredsvilja var det uppenbart att det till sist var tvunget.	0
@modiri_navid Inga , behöver inte kompromissa , däremot är jag väldig intresserad att dela med mig av vad svensk kultur är till nyanlända och att få lära mig av deras kultur. Det är så det borde vara..	0
@arnstad @johanssonmorgan ! Vad tycker våra kulturberikande vänner om Pride? Era kärnväljare alltså!	1
@modiri_navid fråga är felställd. Utgångspunkten bör vara vilka delar av svensk kultur vi ev. kan tänka oss kompromissa med - inte vilka delar vi inte vill rucka på. Den ställs också till fel grupp - det är invandrarna som bör tillfrågas samnytt.se/fraga-om-kompr… #svpol	0
Det viktiga är att gängen och de kriminella organisationerna inte får ta del av intäkterna från drogförsäljningen.	0
@JonasKarlberg1 Samerna är ett urfolk som lever i Svenskarnas land. Det är ett brott mot Svenskarnas suveränitet.	0
@Utforskaren2 @NillaO Exakt, och skjutningar, gängvåld och utländska bidragstagare minskar också. Vi tjänar massor med pengar på invandrare, speciellt från afrika. Det känner man i plånboken! En riktig kulturberikande kassako som kommer gynna våra barn både socialt och ekonomisk i framtiden.	1
@B92158037 Vad kulturberikande för Sverige	0
@modiri_navid Varför skulle vi behöva? Vad är det i svensk kultur som stör invandrare? Har väldigt svårt att se något.	0
"""When you control the spread of information and money, you control absolutely everything."" Givetvis visas Wallenbergs och Magdas nunor ständigt just nu. Sverige är i framkant för globaliseringen och dess epicentrum. Även för Agenda 2030.   Bekämpa nu.  swebbtube.se/w/nKXDHR4or6mh…"	1
@beckmansasikter Moderaternas inkvoterade muslimske kulturberikande riksdagsman Waberi 2010-2014: twitter.com/TomJonssonS/st…	1
@modiri_navid Inga kompromisser als. I Sverige ska vi ha svensk kultur och inget annat. Allt annat hör inte hemma här på något sätt.	1
"@christi72672589 @gad_media Judar kastar inte såna som mig och @JustLuai från hustak...vi har lärt oss att inte tolerera de otoleranta...muslimer är väldigt otoleranta mot svensk kultur och våran hbtq-frihet.   Jag vill inte någon blir kastad från tak/balkong i Sverige för att dom älskar  ""fel"" person"	0
@llavnedlam Numret till det kriminella fanskapet +46 73-782 25 79	0
@modiri_navid I den mån det är en del av svensk kultur, så vill jag nog säga att 'upplysningens ideal' är värda att bevara.	0
”Romskt giftermål trumfar svensk lag. Om någon tar en annan mans fru utfärdas böter på 150k. Om kvinnan har barn &lt;18år ska 75k/barn betalas exmaken. Det är straffet för att vara otrogen, förklarar hövdingen”  Nordstans tiggareliga är kulturberikande för 🇸🇪 expressen.se/nyheter/familj…	1
@SocialistiskP Exakt, vi behöver visa att Internationalism är något positiv och inte lika med globaliseringen.	0
@Johanjanssons @mans_johansson Finns det ingen svensk kultur så finns det väl inga andra kulturer heller?	0
@addelindh Det var inte just Korta, rödhåriga eller fotbollsdomare som var inblandade i ”påskupploppen i Örebro. Och är det är nog inte de som i första hand ingår i kriminella klangäng. De är inte heller de som ständigt kräver sina rättigheter heller. Så förstå skillnaden!!	0
”Sårbarheten på sjöbottnen har fått de klassiska sjöfararnationerna att fundera igenom hur infrastrukturen ute till havs ska försvaras. I februari lanserade Frankrike ett stort program för att säkra fransk suveränitet ner till 6000 meters djup.” di.se/ledare/kriget-…	0
